Donderdag 20 maart 2008,EK,groepfase,Engeland,Tsjechië,0,0
Woensdag 23 april 2008,EK,groepfase,Hongarije,Ierland,0,2
Woensdag 23 april 2008,EK,groepfase,Griekenland,Frankrijk,0,5
Woensdag 23 april 2008,EK,groepfase,Slowakije,Denemarken,1,4
Woensdag 23 april 2008,EK,groepfase,België,Nederland,2,2
Zaterdag 26 april 2008,EK,groepfase,Tsjechië,Noord-Ierland,4,0
Zondag 27 april 2008,EK,groepfase,Denemarken,Schotland,2,1
Zondag 27 april 2008,EK,groepfase,België,Zwitserland,3,1
Zaterdag 3 mei 2008,EK,groepfase,Spanje,Wit-Rusland,6,1
Zaterdag 3 mei 2008,EK,groepfase,Hongarije,Zweden,0,6
Zaterdag 3 mei 2008,EK,groepfase,Noorwegen,Israël,7,0
Zaterdag 3 mei 2008,EK,groepfase,Servië,Slovenië,0,3
Zaterdag 3 mei 2008,EK,groepfase,Portugal,Schotland,1,4
Woensdag 7 mei 2008,EK,groepfase,België,Duitsland,0,5
Woensdag 7 mei 2008,EK,groepfase,Zweden,Italië,1,0
Woensdag 7 mei 2008,EK,groepfase,Noorwegen,Polen,3,0
Donderdag 8 mei 2008,EK,groepfase,Frankrijk,Servië,2,0
Donderdag 8 mei 2008,EK,groepfase,Wit-Rusland,Engeland,1,6
Donderdag 8 mei 2008,EK,groepfase,Portugal,Denemarken,0,4
Donderdag 8 mei 2008,EK,groepfase,Spanje,Tsjechië,4,1
Donderdag 8 mei 2008,EK,groepfase,Zwitserland,Wales,2,0
Zaterdag 24 mei 2008,EK,groepfase,Roemenië,Italië,1,6
Woensdag 28 mei 2008,EK,groepfase,Roemenië,Hongarije,3,1
Woensdag 28 mei 2008,EK,groepfase,Polen,Oostenrijk,2,4
Woensdag 28 mei 2008,EK,groepfase,Servië,IJsland,0,4
Woensdag 28 mei 2008,EK,groepfase,Slovenië,Griekenland,3,1
Woensdag 28 mei 2008,EK,groepfase,Denemarken,Slowakije,6,1
Woensdag 28 mei 2008,EK,groepfase,Schotland,Oekraïne,0,1
Woensdag 28 mei 2008,EK,groepfase,Noord-Ierland,Spanje,0,3
Donderdag 29 mei 2008,EK,groepfase,Rusland,Israël,4,0
Donderdag 29 mei 2008,EK,groepfase,Duitsland,Wales,4,0
Zaterdag 21 juni 2008,EK,groepfase,IJsland,Slovenië,5,0
Zaterdag 21 juni 2008,EK,groepfase,Oostenrijk,Noorwegen,0,4
Zondag 22 juni 2008,EK,groepfase,Oekraïne,Denemarken,1,0
Woensdag 25 juni 2008,EK,groepfase,Israël,Oostenrijk,0,2
Woensdag 25 juni 2008,EK,groepfase,Polen,Noorwegen,0,3
Woensdag 25 juni 2008,EK,groepfase,Ierland,Zweden,0,5
Donderdag 26 juni 2008,EK,groepfase,Tsjechië,Wit-Rusland,3,1
Donderdag 26 juni 2008,EK,groepfase,IJsland,Griekenland,7,0
Vrijdag 25 juli 2008,EK,groepfase,Noord-Ierland,Wit-Rusland,1,1
Woensdag 27 augustus 2008,EK,groepfase,Rusland,Oostenrijk,3,1
Zaterdag 30 augustus 2008,EK,groepfase,Nederland,Zwitserland,1,1
Zaterdag 27 september 2008,EK,groepfase,Griekenland,Servië,0,5
Zaterdag 27 september 2008,EK,groepfase,Polen,Rusland,1,4
Zaterdag 27 september 2008,EK,groepfase,Frankrijk,IJsland,2,1
Zaterdag 27 september 2008,EK,groepfase,Zweden,Roemenië,2,0
Zaterdag 27 september 2008,EK,groepfase,Oekraïne,Portugal,1,1
Zaterdag 27 september 2008,EK,groepfase,Nederland,België,3,0
Zondag 28 september 2008,EK,groepfase,Tsjechië,Engeland,1,5
Zondag 28 september 2008,EK,groepfase,Schotland,Slowakije,6,0
Woensdag 1 oktober 2008,EK,groepfase,Zwitserland,Duitsland,0,3
Woensdag 1 oktober 2008,EK,groepfase,Denemarken,Oekraïne,1,0
Woensdag 1 oktober 2008,EK,groepfase,Zweden,Ierland,1,0
Donderdag 2 oktober 2008,EK,groepfase,Rusland,Noorwegen,0,0
Donderdag 2 oktober 2008,EK,groepfase,Italië,Hongarije,3,0
Donderdag 2 oktober 2008,EK,groepfase,Griekenland,Slovenië,4,6
Donderdag 2 oktober 2008,EK,groepfase,Spanje,Engeland,2,2
Zaterdag 25 oktober 2008,EK,groepfase,Tsjechië,Italië,0,1
Zaterdag 25 oktober 2008,EK,groepfase,Spanje,Nederland,0,2
Zondag 26 oktober 2008,EK,groepfase,Slovenië,Oekraïne,0,3
