Woensdag 28 maart 2007,Hongarije,Moldavië,2,0
Woensdag 28 maart 2007,Georgië,Faeröer Eil.,3,1
Woensdag 28 maart 2007,Israël,Estland,4,0
Woensdag 28 maart 2007,Malta,Griekenland,0,1
Woensdag 28 maart 2007,Liechtenstein,Letland,1,0
Woensdag 28 maart 2007,Turkije,Noorwegen,2,2
Woensdag 28 maart 2007,Ierland,Slowakije,1,0
Woensdag 28 maart 2007,Polen,Armenië,1,0
Woensdag 28 maart 2007,Servië,Portugal,1,1
Woensdag 28 maart 2007,Noord-Ierland,Zweden,2,1
Woensdag 28 maart 2007,Slovenië,Nederland,0,1
Woensdag 28 maart 2007,Italië,Schotland,2,0
Woensdag 28 maart 2007,Wales,San Marino,3,0
Woensdag 28 maart 2007,Andorra,Engeland,0,3
Woensdag 28 maart 2007,Spanje,IJsland,1,0
Zaterdag 2 juni 2007,Kazachstan,Armenië,1,2
Zaterdag 2 juni 2007,Wales,Tsjechië,0,0
Zaterdag 2 juni 2007,Rusland,Andorra,4,0
Zaterdag 2 juni 2007,IJsland,Liechtenstein,1,1
Zaterdag 2 juni 2007,Azerbeidzjan,Polen,1,3
Zaterdag 2 juni 2007,Finland,Servië,0,2
Zaterdag 2 juni 2007,Duitsland,San Marino,6,0
Zaterdag 2 juni 2007,N Macedonië,Israël,1,2
Zaterdag 2 juni 2007,Bosnië-Herzeg.,Turkije,3,2
Zaterdag 2 juni 2007,Denemarken,Zweden,0,3
Zaterdag 2 juni 2007,Wit-Rusland,Bulgarije,0,2
Zaterdag 2 juni 2007,Litouwen,Georgië,1,0
Zaterdag 2 juni 2007,Noorwegen,Malta,4,0
